time,modified
35.68,2.555682
35.706001,2.18168
35.728001,2.89612
35.75,0.004795
35.775002,0.685671
35.792999,-1.731819
35.820999,-1.364463
35.84,1.831652
35.862,-1.369234
35.887001,-2.924531
35.909,0.220565
35.931,-0.682232
35.956001,1.548753
35.978001,1.515189
36.006001,-0.138355
36.028,3.768792
36.047001,1.486419
36.071999,0.642517
36.094002,-0.539106
36.118999,3.533842
36.144001,-1.645943
36.166,2.781043
36.191002,-2.251841
36.219002,-1.464651
36.243999,-1.035275
36.276001,-3.907326
36.300999,-3.47795
36.323002,0.901441
36.348,0.47949
36.369999,0.580183
36.436001,1.217905
36.458,4.358565
36.488998,0.033564
36.511002,0.652107
36.535999,-1.049587
36.561001,-1.078212
36.585999,1.505599
36.611,-0.658377
36.708,-0.815815
36.721001,-2.056237
36.733002,-1.588693
36.743,1.006929
36.751999,0.628132
36.761002,0.239745
36.771,-1.836777
36.777,0.014385
36.786999,-0.353043
36.796001,-0.10973
36.805,-0.715628
36.814999,0.359618
36.820999,-1.23565
36.830002,3.087916
36.84,-3.764201
36.846001,-1.512359
36.852001,0.25413
36.862,0.661696
36.870998,-0.920774
36.876999,-2.199362
36.887001,-0.267168
36.896,-3.907326
36.902,1.548753
36.909,0.791159
36.917999,-1.889257
36.924,-3.101053
36.933998,-1.903569
36.939999,-2.323404
36.945999,-0.014313
36.955002,-2.519009
36.962002,0.067129
36.971001,-0.596356
36.977001,1.318598
36.987,0.412362
36.993,-0.143126
37.002998,-1.645943
37.008999,0.052744
37.014999,2.488554
37.023998,-0.95417
37.030998,-0.801503
37.036999,1.572728
37.042999,0.115078
37.053001,1.337777
37.058998,3.696869
37.064999,0.666491
37.071999,0.618542
37.081001,0.47949
37.087002,0.364412
37.094002,0.863082
37.103001,-0.491398
37.109001,-0.520023
37.202999,-0.558189
37.209,-1.159317
37.216,3.332456
37.224998,-0.772878
37.230999,0.939801
37.237999,-4.408266
37.243999,-1.478964
37.252998,2.431015
37.259998,-1.789069
37.269001,2.378271
37.275002,1.850832
37.282001,1.659036
37.287998,-0.190834
37.297001,-0.176521
37.306,1.380931
37.313,1.659036
37.321999,0.685671
37.327999,-0.367355
37.338001,1.850832
37.344002,0.690466
37.356998,0.891852
37.366001,1.404906
37.375,2.013859
37.390999,0.22536
37.400002,-3.835763
37.412998,0.249335
37.418999,-1.822465
37.428001,-0.539106
37.438,0.143847
37.444,0.067129
37.450001,0.690466
37.457001,-0.906462
37.463001,0.076718
37.472,1.165161
37.479,-0.901691
37.485001,2.795427
37.491001,0.522644
37.500999,-0.744253
37.507,1.850832
37.513,1.150776
37.519001,-1.030504
37.528999,-2.762322
37.535,-3.487491
37.541,0.954185
37.550999,-0.572502
37.556999,2.320732
37.563,-0.085875
37.573002,-0.768107
37.576,-2.547634
37.584999,-1.12115
37.591999,-1.789069
37.598,3.581791
37.606998,-0.267168
37.616001,0.896646
37.623001,2.085782
37.629002,-1.598235
37.636002,-3.14399
37.645,-5.181143
37.651001,-1.736589
37.658001,-0.658377
37.667,4.310616
37.673,3.322866
37.679001,2.248809
37.688999,-6.354773
37.695,-0.56296
37.703999,-0.262397
37.77,0.757594
37.776001,0.805543
37.785999,2.852966
37.792,-1.092525
37.798,-1.817694
37.807999,-1.984674
37.811001,-1.588693
37.82,-0.639294
37.830002,-0.262397
37.839001,1.093238
37.845001,-0.992337
37.852001,0.239745
37.858002,-2.41405
37.867001,0.033564
37.873001,-0.67269
37.880001,2.267988
37.886002,-0.052479
37.895,-0.410293
37.902,-1.478964
37.908001,-0.582044
37.917,0.791159
37.924,-3.14399
37.93,-3.048573
37.936001,-2.666905
37.943001,-2.18982
37.952,2.224834
37.958,1.572728
37.964001,-3.339595
37.971001,-3.225095
37.977001,-1.478964
37.986,0.292489
37.992001,-1.12115
38.001999,1.131597
38.007999,1.812473
38.014,-2.633509
38.021,-2.309092
38.027,3.155045
38.035999,0.541824
38.042999,1.155571
38.049,0.445926
38.055,0.915826
38.061001,-2.275696
38.068001,-2.046695
38.074001,-3.077198
38.080002,-0.892149
38.09,-1.383547
38.096001,0.872672
38.102001,-0.925545
38.109001,-0.658377
38.118,0.532234
38.124001,-2.103945
38.131001,0.771979
38.137001,2.258399
38.148998,-2.609655
38.154999,-0.023854
38.161999,1.241879
38.171001,0.441131
38.18,0.196591
38.189999,1.131597
38.195999,0.546619
38.206001,-0.634523
38.215,2.579657
38.223999,2.785838
38.230999,-0.882607
38.237,2.689939
38.243,-0.892149
38.252998,2.138526
38.258999,-0.324418
38.268002,0.282899
38.275002,1.299418
38.284,-0.648836
38.290001,0.402772
38.297001,0.556209
38.306,-0.558189
38.312,2.613221
38.319,-0.78719
38.325001,1.011724
38.334,-2.967469
38.34,-2.347258
38.347,-1.707964
38.353001,1.889191
38.362,-0.348272
38.372002,-0.143126
38.377998,0.076718
38.383999,1.572728
38.389999,4.488028
38.396999,2.186475
38.405998,-2.332946
38.416,-0.343501
38.422001,0.345233
38.431,-0.768107
38.441002,2.493349
38.446999,-2.404509
38.456001,0.196591
38.463001,-0.291022
38.469002,3.361226
38.478001,-0.820586
38.487,0.397977
38.493999,-2.600113
38.502998,2.080987
38.508999,-0.935087
38.519001,0.24454
38.525002,-2.810031
38.530998,-1.140233
38.541,-2.032382
38.547001,0.0
38.553001,-3.177386
38.560001,-1.96559
38.569,2.210449
38.575001,-1.62686
38.584999,2.694735
38.591,0.393182
38.599998,-1.168858
38.606998,0.493875
38.612999,3.783177
38.622002,2.148116
38.629002,-2.452217
38.638,0.72403
38.644001,2.152911
38.650002,-1.722277
38.66,-1.832006
38.668999,1.23229
38.679001,0.191796
38.688,0.100693
38.694,-2.63828
38.703999,0.210976
38.713001,-0.434147
38.723,1.908371
38.729,-2.423592
38.737999,-2.247071
38.743999,-4.365328
38.757,-1.12115
38.763,1.922755
38.771999,-2.843427
38.778999,-3.301428
38.787998,-0.911232
38.793999,-1.588693
38.804001,-0.639294
38.810001,-2.623968
38.82,1.759729
38.826,1.19393
38.834999,2.790632
38.845001,-0.72994
38.854,0.335643
38.862999,0.618542
38.873001,-0.677461
38.882,-2.495155
38.891998,0.01918
38.901001,-0.243313
38.907001,0.608952
38.917,0.748005
38.923,-2.213675
38.929001,-0.725169
38.938999,1.951525
38.945,1.903576
38.951,3.485893
38.958,0.474695
38.966999,-0.477085
39.004002,0.920621
39.014,0.321258
39.022999,-4.999851
39.029999,-0.104959
39.039001,-1.149775
39.044998,-1.483734
39.055,1.141186
39.063999,0.503465
39.073002,1.016519
39.113998,-1.455109
39.119999,-0.978024
39.126999,-0.873066
39.141998,-0.868295
39.152,-2.628738
39.160999,2.819402
39.167999,-2.643051
39.176998,0.100693
39.192001,0.134257
39.202,-1.808152
39.210999,0.4699
39.217999,-1.498047
39.227001,-1.302442
39.236,-1.564839
39.243,1.141186
39.249001,-0.753794
39.257999,-0.558189
39.264999,0.004795
39.271,-1.607777
39.277,1.462445
39.286999,-2.013299
39.292999,-0.992337
39.299,1.026109
39.305,1.965909
39.312,0.191796
39.320999,-2.428363
39.327,-0.081104
39.333,0.800749
39.34,-0.586815
39.346001,2.431015
39.355,3.749613
39.362,0.105488
39.368,2.387861
39.374001,-2.290008
39.380001,-0.629752
39.387001,0.719235
39.393002,1.342572
39.402,3.15025
39.409,-0.701315
39.415001,-1.836777
39.421001,-2.103945
39.426998,-3.010406
39.433998,-1.207025
39.439999,2.009064
39.445999,-1.149775
39.455002,-1.221338
39.462002,3.030378
39.467999,-1.841548
39.477001,0.292489
39.484001,0.167822
39.495998,-0.958941
39.506001,-0.200376
39.512001,0.97816
39.521,1.865217
39.528,1.414496
39.536999,-0.963712
39.542999,-1.211796
39.553001,3.917434
39.558998,-1.798611
39.568001,-0.744253
39.575001,-3.358679
39.584,2.248809
39.594002,4.114025
39.603001,-0.395981
39.609001,-2.084862
39.618999,-0.591585
39.625,2.301553
39.631001,1.169956
39.640999,-0.834899
39.646999,1.855627
39.655998,-0.209917
39.665001,-1.712735
39.674999,-1.431255
39.683998,-1.769985
39.694,-1.898798
39.702999,3.15984
39.712002,-0.944628
39.722,0.819928
39.728001,-3.582908
39.737999,-1.030504
39.743999,0.748005
39.752998,-1.760444
39.759998,2.613221
39.765999,0.033564
39.775002,-2.394967
39.785,-0.510481
39.791,-0.22423
39.799999,0.527439
39.806999,-3.091511
39.813,-1.450338
39.821999,-1.722277
